State,Latitude,Longitude,Year,Data.Population,Data.Totals.Property.All,Data.Totals.Property.Burglary,Data.Totals.Property.Larceny,Data.Totals.Property.Motor,Data.Totals.Violent.All,Data.Totals.Violent.Assault,Data.Totals.Violent.Murder,Data.Totals.Violent.Rape,Data.Totals.Violent.Robbery
Alabama,32.806671,-86.79113,1999,4369862,171398,38648,119616,13134,21421,14266,345,1513,5297
Alabama,32.806671,-86.79113,2000,4447100,180539,40331,127399,12809,21620,14107,329,1482,5702
Alabama,32.806671,-86.79113,2001,4468912,173253,40642,119992,12619,19582,12250,379,1369,5584
Alabama,32.806671,-86.79113,2002,4478896,180400,42578,123932,13890,19931,12002,303,1664,5962
Alabama,32.806671,-86.79113,2003,4503726,182241,43245,124039,14957,19331,11338,299,1656,6038
Alabama,32.806671,-86.79113,2004,4525375,182340,44666,123650,14024,19324,11286,254,1742,6042
Alabama,32.806671,-86.79113,2005,4548327,177393,43473,120780,13140,19678,11293,374,1564,6447
Alabama,32.806671,-86.79113,2006,4599030,181249,44780,121451,15018,19553,10463,382,1646,7062
Alabama,32.806671,-86.79113,2007,4627851,184082,45379,124465,14238,20775,11417,412,1548,7398
Alabama,32.806671,-86.79113,2008,4661900,190416,50411,126539,13466,21110,11795,351,1618,7346
Alabama,32.806671,-86.79113,2009,4708708,178007,48844,118072,11091,21194,13103,322,1504,6265
Alabama,32.806671,-86.79113,2010,4785401,168828,42484,115564,10780,18363,11869,275,1355,4864
Alabama,32.806671,-86.79113,2011,4803689,173192,51119,111411,10662,20166,13591,299,1370,4906
Alabama,32.806671,-86.79113,2012,4822023,168878,47481,111523,9874,21693,15035,342,1296,5020
Alabama,32.806671,-86.79113,2013,4833722,161993,42429,108993,10571,20826,13787,347,2044,4648
Alabama,32.806671,-86.79113,2014,4849377,154094,39715,104238,10141,20727,13745,276,2005,4701
Alabama,32.806671,-86.79113,2015,4858979,144746,35255,99156,10335,22952,15954,348,2039,4611
Alabama,32.806671,-86.79113,2016,4863300,143362,34065,97574,11723,25886,18877,407,1916,4686
Alabama,32.806671,-86.79113,2017,4874747,144160,31477,99842,12841,25551,18902,404,2028,4217
Alabama,32.806671,-86.79113,2018,4887871,137700,28841,95747,13112,25399,18944,383,1996,4076
Alabama,32.806671,-86.79113,2019,4903185,131133,26079,92477,12577,25046,18679,358,2068,3941
Alaska,61.370716,-152.404419,1999,619500,23099,3787,16654,2658,3908,2773,52,517,566
Alaska,61.370716,-152.404419,2000,626932,23087,3899,16838,2350,3554,2540,27,497,490
Alaska,61.370716,-152.404419,2001,633630,23160,3847,16695,2618,3735,2681,39,501,514
Alaska,61.370716,-152.404419,2002,641482,24118,3908,17739,2471,3627,2594,33,511,489
Alaska,61.370716,-152.404419,2003,648280,24386,3874,18051,2461,3877,2787,39,605,446
Alaska,61.370716,-152.404419,2004,657755,22172,3773,16159,2240,4159,3117,37,558,447
Alaska,61.370716,-152.404419,2005,663253,23975,4131,17249,2595,4194,3087,32,538,537
Alaska,61.370716,-152.404419,2006,670053,23975,4155,17284,2536,4610,3462,36,512,600
Alaska,61.370716,-152.404419,2007,683478,23096,3734,16929,2433,4520,3351,43,545,581
Alaska,61.370716,-152.404419,2008,686293,20090,3237,15225,1628,4475,3356,27,447,645
Alaska,61.370716,-152.404419,2009,698473,20538,3600,15251,1687,4424,3235,22,513,654
Alaska,61.370716,-152.404419,2010,714146,20259,3105,15535,1619,4537,3379,31,533,594
Alaska,61.370716,-152.404419,2011,723860,19094,2852,14854,1388,4416,3374,30,436,576
Alaska,61.370716,-152.404419,2012,731449,20037,2950,15565,1522,4412,3169,30,583,630
Alaska,61.370716,-152.404419,2013,735132,21210,2916,16599,1695,4708,3128,34,922,624
Alaska,61.370716,-152.404419,2014,736732,20334,3150,15445,1739,4684,3243,41,771,629
Alaska,61.370716,-152.404419,2015,738432,20806,3511,15249,2046,5392,3671,59,901,761
Alaska,61.370716,-152.404419,2016,741894,24876,4053,17766,3057,5966,4011,52,1053,850
Alaska,61.370716,-152.404419,2017,739795,26204,4171,17775,4258,6133,4257,62,863,951
Alaska,61.370716,-152.404419,2018,737438,24339,3979,16364,3996,6526,4391,47,1192,896
Alaska,61.370716,-152.404419,2019,731545,21294,3563,15114,2617,6343,4360,69,1088,826
Arizona,33.729759,-111.431221,1999,4778332,255401,49423,167731,38247,26334,17279,384,1383,7288
Arizona,33.729759,-111.431221,2000,5130632,271811,51902,176705,43204,27281,17841,359,1577,7504
Arizona,33.729759,-111.431221,2001,5306966,293874,54821,186850,52203,28675,17889,400,1518,8868
Arizona,33.729759,-111.431221,2002,5441125,318296,59087,201541,57668,30171,20176,387,1608,8000
Arizona,33.729759,-111.431221,2003,5579222,314335,58613,198725,56997,28638,18722,441,1856,7619
Arizona,33.729759,-111.431221,2004,5739879,291203,56885,179012,55306,28952,18921,414,1896,7721
Arizona,33.729759,-111.431221,2005,5953007,287345,56328,176112,54905,30478,19448,445,2006,8579
Arizona,33.729759,-111.431221,2006,6166318,294389,59418,178321,56650,33456,20983,533,2449,9491
Arizona,33.729759,-111.431221,2007,6338755,287308,59988,177076,50244,32835,20170,548,2353,9764
Arizona,33.729759,-111.431221,2008,6500180,266653,58606,169460,38587,31567,19096,462,2200,9809
Arizona,33.729759,-111.431221,2009,6595778,236721,54308,155976,26437,28128,17270,380,2279,8199
Arizona,33.729759,-111.431221,2010,6413158,226802,50932,154137,21733,26528,16976,408,2191,6953
Arizona,33.729759,-111.431221,2011,6467315,229896,54695,155400,19801,26789,16748,397,2499,7145
Arizona,33.729759,-111.431221,2012,6553255,231930,52934,159838,19158,28108,18087,358,2277,7386
Arizona,33.729759,-111.431221,2013,6626624,225243,48533,159272,17438,27599,17490,357,3050,6702
Arizona,33.729759,-111.431221,2014,6731484,215240,43562,154091,17587,26916,16970,319,3378,6249
Arizona,33.729759,-111.431221,2015,6828065,207107,37957,152365,16785,28012,18235,309,3108,6360
Arizona,33.729759,-111.431221,2016,6931071,206432,37736,150275,18421,32583,21858,380,3290,7055
Arizona,33.729759,-111.431221,2017,7016270,204515,37627,147830,19058,35644,24207,416,3581,7440
Arizona,33.729759,-111.431221,2018,7171646,191974,31532,141303,19139,34058,23528,369,3638,6523
Arizona,33.729759,-111.431221,2019,7278717,177638,28699,130788,18151,33141,22704,365,3662,6410
Arkansas,34.969704,-92.373123,1999,2551373,92283,21692,63927,6664,10848,7971,143,710,2024
Arkansas,34.969704,-92.373123,2000,2673400,98115,21443,69740,6932,11904,8887,168,848,2001
Arkansas,34.969704,-92.373123,2001,2694698,99106,22196,69590,7320,12190,8969,148,892,2181
Arkansas,34.969704,-92.373123,2002,2706268,101171,23229,71129,6813,11501,8081,142,754,2524
Arkansas,34.969704,-92.373123,2003,2727774,99084,25016,68061,6007,12449,9131,180,911,2227
Arkansas,34.969704,-92.373123,2004,2750000,110911,30151,74242,6518,13814,10083,176,1183,2372
Arkansas,34.969704,-92.373123,2005,2775708,112914,30118,75510,7286,14670,10747,189,1202,2532
Arkansas,34.969704,-92.373123,2006,2810872,112025,31864,72646,7515,15538,11259,205,1325,2749
Arkansas,34.969704,-92.373123,2007,2834797,112130,32035,73096,6999,15226,10629,198,1294,3105
Arkansas,34.969704,-92.373123,2008,2855390,110360,33912,69905,6543,14649,10244,165,1463,2777
Arkansas,34.969704,-92.373123,2009,2889450,109078,34753,68228,6097,14905,10772,179,1378,2576
Arkansas,34.969704,-92.373123,2010,2921588,103820,32463,65796,5561,14711,10887,134,1321,2369
Arkansas,34.969704,-92.373123,2011,2938582,110430,34016,70645,5769,14173,10426,160,1230,2357
Arkansas,34.969704,-92.373123,2012,2949131,107941,31890,70327,5724,13835,10095,173,1247,2320
Arkansas,34.969704,-92.373123,2013,2959373,106613,30485,70450,5678,13621,9781,159,1423,2258
Arkansas,34.969704,-92.373123,2014,2966369,99018,24790,68627,5601,14243,10265,165,1763,2050
Arkansas,34.969704,-92.373123,2015,2978204,96836,22640,68424,5772,15526,11316,181,1931,2098
Arkansas,34.969704,-92.373123,2016,2988248,97673,23771,66747,7155,16461,11982,216,2143,2120
Arkansas,34.969704,-92.373123,2017,3004279,92489,21862,63374,7253,16671,12425,258,2053,1935
Arkansas,34.969704,-92.373123,2018,3013825,87793,19193,61487,7113,16384,12378,216,2196,1594
Arkansas,34.969704,-92.373123,2019,3017804,86250,18095,60735,7420,17643,13513,242,2331,1557
California,36.116203,-119.681564,1999,33145121,1053285,223814,660991,168480,207879,136472,2005,9363,60039
California,36.116203,-119.681564,2000,33871648,1056183,222293,651855,182035,210531,138418,2079,9785,60249
California,36.116203,-119.681564,2001,34600463,1134189,232273,697739,204177,212867,136087,2206,9960,64614
California,36.116203,-119.681564,2002,35001986,1176484,238428,715692,222364,208388,130827,2395,10198,64968
California,36.116203,-119.681564,2003,35462712,1215086,242274,731486,241326,205551,129380,2407,9994,63770
California,36.116203,-119.681564,2004,35842038,1227194,245903,728687,252604,189175,115400,2392,9615,61768
California,36.116203,-119.681564,2005,36154147,1200531,250521,692467,257543,190178,114661,2503,9392,63622
California,36.116203,-119.681564,2006,36457549,1159988,247230,669103,243655,194483,111620,2486,9235,71142
California,36.116203,-119.681564,2007,36553215,1112510,237850,654526,220134,191561,109547,2262,9046,70706
California,36.116203,-119.681564,2008,36756666,1080996,237811,650656,192529,185329,104896,2142,8903,69388
California,36.116203,-119.681564,2009,36961664,1009433,230198,615402,163833,174934,100156,1972,8713,64093
California,36.116203,-119.681564,2010,37338198,981939,228857,600558,152524,164133,95877,1809,8331,58116
California,36.116203,-119.681564,2011,37683933,973822,230075,596905,146842,154943,91195,1792,7665,54291
California,36.116203,-119.681564,2012,38041430,1049465,245767,635090,168608,160944,94702,1884,7837,56521
California,36.116203,-119.681564,2013,38332521,1018907,232058,621557,165292,154129,89029,1746,9714,53640
California,36.116203,-119.681564,2014,38802500,947192,202670,592670,151852,153709,91803,1699,11527,48680
California,36.116203,-119.681564,2015,39144818,1024914,197404,656517,170993,166883,99349,1861,12811,52862
California,36.116203,-119.681564,2016,39250017,1002070,188304,637010,176756,174796,104375,1930,13702,54789
California,36.116203,-119.681564,2017,39536653,987114,176690,642033,168391,177627,104454,1830,14721,56622
California,36.116203,-119.681564,2018,39557045,941618,164632,621775,155211,176982,105412,1739,15505,54326
California,36.116203,-119.681564,2019,39512223,921114,152555,626802,141757,174331,105541,1690,14799,52301
Colorado,39.059811,-105.311104,1999,4056133,151002,26979,109228,14795,13811,8891,185,1679,3056
Colorado,39.059811,-105.311104,2000,4301261,156937,27133,112843,16961,14367,9425,134,1774,3034
Colorado,39.059811,-105.311104,2001,4430989,170887,28533,121360,20994,15492,9849,158,1930,3555
Colorado,39.059811,-105.311104,2002,4501051,180054,31678,125193,23183,15882,10058,179,2066,3579
Colorado,39.059811,-105.311104,2003,4547633,179706,32394,124496,22816,15757,9921,185,1913,3738
Colorado,39.059811,-105.311104,2004,4601821,180322,33010,123308,24004,17121,11236,201,1945,3739
Colorado,39.059811,-105.311104,2005,4663295,188449,34746,127602,26101,18498,12351,173,2026,3948
Colorado,39.059811,-105.311104,2006,4753377,163439,32411,110372,20656,18794,12641,171,2158,3824
Colorado,39.059811,-105.311104,2007,4861515,145808,28633,100519,16656,17101,11410,155,2075,3461
Colorado,39.059811,-105.311104,2008,4939456,139340,28054,97937,13349,17480,11760,165,2151,3404
Colorado,39.059811,-105.311104,2009,5024748,134196,26637,95079,12480,17022,11223,159,2269,3371
Colorado,39.059811,-105.311104,2010,5047692,135001,26196,97534,11271,16339,10816,129,2230,3164
Colorado,39.059811,-105.311104,2011,5116302,132781,25725,96054,11002,16085,10346,155,2285,3299
Colorado,39.059811,-105.311104,2012,5187582,139270,26157,101021,12092,16023,10353,162,2113,3395
Colorado,39.059811,-105.311104,2013,5268367,140057,25081,102443,12533,16226,9963,178,2934,3151
Colorado,39.059811,-105.311104,2014,5355866,135510,23472,99464,12574,16554,10325,151,3039,3039
Colorado,39.059811,-105.311104,2015,5456574,144136,23454,104682,16000,17515,10759,176,3257,3323
Colorado,39.059811,-105.311104,2016,5540545,151850,23903,108336,19611,18983,11696,204,3555,3528
Colorado,39.059811,-105.311104,2017,5607154,151483,22813,106809,21861,20638,12721,221,3858,3838
Colorado,39.059811,-105.311104,2018,5695564,152163,21371,109119,21673,22624,14547,210,4070,3797
Colorado,39.059811,-105.311104,2019,5758736,149189,20064,107012,22113,21938,14185,218,3872,3663
Connecticut,41.597782,-72.755371,1999,3282031,99894,19298,69299,11297,11342,6527,107,654,4054
Connecticut,41.597782,-72.755371,2000,3405565,99033,17436,68498,13099,11058,6450,98,678,3832
Connecticut,41.597782,-72.755371,2001,3434602,95299,17159,65762,12378,11492,6565,105,639,4183
Connecticut,41.597782,-72.755371,2002,3458587,93426,17111,64735,11580,10807,5914,84,740,4069
Connecticut,41.597782,-72.755371,2003,3486960,92981,16043,65568,11370,11045,6023,112,698,4212
Connecticut,41.597782,-72.755371,2004,3498966,93942,15959,66770,11213,10113,5070,100,755,4188
Connecticut,41.597782,-72.755371,2005,3500701,90270,15245,64416,10609,9542,4792,105,712,3933
Connecticut,41.597782,-72.755371,2006,3504809,90638,15583,64765,10290,10505,5212,137,696,4460
Connecticut,41.597782,-72.755371,2007,3502309,86528,15640,60937,9951,10547,5441,113,690,4303
Connecticut,41.597782,-72.755371,2008,3501252,87210,15107,63212,8891,10737,5882,132,680,4043
Connecticut,41.597782,-72.755371,2009,3518288,82625,15172,59992,7461,10588,5824,106,657,4001
Connecticut,41.597782,-72.755371,2010,3575498,78259,15145,56413,6701,10083,5802,133,595,3553
Connecticut,41.597782,-72.755371,2011,3586717,77205,15468,55067,6670,9889,5382,129,689,3689
Connecticut,41.597782,-72.755371,2012,3590347,76834,14711,55674,6449,10160,5408,146,919,3687
Connecticut,41.597782,-72.755371,2013,3596080,70990,12892,51876,6222,9440,4869,86,955,3530
Connecticut,41.597782,-72.755371,2014,3596677,69070,11955,51005,6110,8522,4495,86,782,3159
Connecticut,41.597782,-72.755371,2015,3590886,65066,10053,48675,6338,7845,4063,117,773,2892
Connecticut,41.597782,-72.755371,2016,3576452,64664,10045,47512,7107,8123,4579,78,763,2703
Connecticut,41.597782,-72.755371,2017,3588184,63509,8890,47310,7309,8180,4428,102,837,2813
Connecticut,41.597782,-72.755371,2018,3572665,60055,7948,44724,7383,7411,4294,83,840,2194
Connecticut,41.597782,-72.755371,2019,3565287,50862,6441,38457,5964,6546,3742,104,771,1929
Delaware,39.318523,-75.507141,1999,753538,30922,5245,22634,3043,5534,3489,24,529,1492
Delaware,39.318523,-75.507141,2000,783600,29727,5216,21360,3151,5363,3520,25,424,1394
Delaware,39.318523,-75.507141,2001,796599,27399,5144,19476,2779,4868,3269,23,420,1156
Delaware,39.318523,-75.507141,2002,805945,26967,5355,18555,3057,4836,3298,26,358,1154
Delaware,39.318523,-75.507141,2003,818166,27943,6066,18933,2944,5525,3693,21,370,1441
Delaware,39.318523,-75.507141,2004,830069,27256,5669,19285,2302,5105,3377,28,357,1343
Delaware,39.318523,-75.507141,2005,841741,26245,5811,18085,2349,5332,3612,37,377,1306
Delaware,39.318523,-75.507141,2006,853476,29670,6337,20449,2884,5983,3733,42,417,1791
Delaware,39.318523,-75.507141,2007,864764,29216,6420,20454,2342,6100,3957,39,341,1763
Delaware,39.318523,-75.507141,2008,873092,31385,6783,22045,2557,6187,3912,57,371,1847
Delaware,39.318523,-75.507141,2009,885122,29685,6943,20836,1906,5713,3597,41,395,1680
Delaware,39.318523,-75.507141,2010,899792,31078,7550,21593,1935,5608,3392,51,326,1839
Delaware,39.318523,-75.507141,2011,908137,31163,7617,22001,1545,5144,3231,48,307,1558
Delaware,39.318523,-75.507141,2012,917092,30639,7371,21832,1436,5020,3228,57,243,1492
Delaware,39.318523,-75.507141,2013,925749,28379,6131,20916,1332,4549,2904,39,380,1226
Delaware,39.318523,-75.507141,2014,935614,27900,5768,20865,1267,4576,2867,54,386,1269
Delaware,39.318523,-75.507141,2015,945934,25455,4773,19501,1181,4720,3081,63,341,1235
Delaware,39.318523,-75.507141,2016,952065,26334,5023,19791,1520,4844,3121,56,308,1359
Delaware,39.318523,-75.507141,2017,961939,23477,3970,18138,1369,4361,2891,54,334,1082
Delaware,39.318523,-75.507141,2018,967171,22481,3158,17847,1476,4097,2845,48,338,866
Delaware,39.318523,-75.507141,2019,973764,21931,2968,17359,1604,4115,2967,48,310,790
District of Columbia,38.897438,-77.026817,1999,519000,33420,5067,21701,6652,8448,4615,241,248,3344
District of Columbia,38.897438,-77.026817,2000,572059,33000,4745,21655,6600,8626,4582,239,251,3554
District of Columbia,38.897438,-77.026817,2001,573822,35232,4949,22313,7970,9195,5003,231,181,3780
District of Columbia,38.897438,-77.026817,2002,569157,36477,5170,21708,9599,9322,4962,264,262,3834
District of Columbia,38.897438,-77.026817,2003,557620,32696,4671,18119,9906,9061,4597,249,274,3941
District of Columbia,38.897438,-77.026817,2004,554239,26896,3946,14542,8408,7590,3968,198,222,3202
District of Columbia,38.897438,-77.026817,2005,582049,26133,3577,14836,7720,8032,3971,195,166,3700
District of Columbia,38.897438,-77.026817,2006,581530,27064,3835,15908,7321,8772,4589,169,185,3829
District of Columbia,38.897438,-77.026817,2007,588292,28922,3926,17390,7606,8325,3687,181,192,4265
District of Columbia,38.897438,-77.026817,2008,591833,30211,3788,19958,6465,8509,3707,186,186,4430
District of Columbia,38.897438,-77.026817,2009,599657,28495,3696,19267,5532,8089,3390,145,150,4404
District of Columbia,38.897438,-77.026817,2010,604912,28802,4233,19514,5055,8026,3382,132,187,4325
District of Columbia,38.897438,-77.026817,2011,619020,29654,3850,21347,4457,7433,3058,108,173,4094
District of Columbia,38.897438,-77.026817,2012,632323,30736,3519,23556,3661,7864,3504,88,236,4036
District of Columbia,38.897438,-77.026817,2013,646449,31083,3316,24533,3234,8406,3830,103,395,4078
District of Columbia,38.897438,-77.026817,2014,658893,34147,3466,26898,3783,8199,4125,105,472,3497
District of Columbia,38.897438,-77.026817,2015,672228,31435,2971,25200,3264,8531,4133,162,494,3742
District of Columbia,38.897438,-77.026817,2016,681170,32716,2361,27382,2973,8214,4063,139,532,3480
District of Columbia,38.897438,-77.026817,2017,693972,29729,1809,25333,2587,6974,3791,116,444,2623
District of Columbia,38.897438,-77.026817,2018,702455,30724,1788,26343,2593,6996,3971,160,450,2415
District of Columbia,38.897438,-77.026817,2019,705749,30821,1843,26645,2333,7403,4179,166,345,2713
Florida,27.766279,-81.686783,1999,15111244,808674,181378,534105,93191,129044,89226,859,6990,31969
Florida,27.766279,-81.686783,2000,15982378,780377,172898,518298,89181,129777,90008,903,7057,31809
Florida,27.766279,-81.686783,2001,16373330,782517,176052,516548,89917,130713,90331,874,6641,32867
Florida,27.766279,-81.686783,2002,16691701,777236,177242,511478,88516,128721,88476,911,6753,32581
Florida,27.766279,-81.686783,2003,16999181,757696,170644,505489,81563,124280,85106,924,6727,31523
Florida,27.766279,-81.686783,2004,17385430,727141,166332,482484,78325,123754,86199,946,6612,29997
Florida,27.766279,-81.686783,2005,17768191,712998,164783,472912,75303,125957,88341,883,6592,30141
Florida,27.766279,-81.686783,2006,18089888,721101,170873,473774,76454,129602,87851,1129,6475,34147
Florida,27.766279,-81.686783,2007,18251243,746249,181836,490783,73630,131878,86372,1202,6149,38155
Florida,27.766279,-81.686783,2008,18328340,758889,188472,506902,63515,126256,82848,1168,5972,36268
Florida,27.766279,-81.686783,2009,18537969,712010,181884,479867,50259,113541,76112,1017,5501,30911
Florida,27.766279,-81.686783,2010,18838613,669035,169119,458454,41462,101969,69523,987,5373,26086
Florida,27.766279,-81.686783,2011,19082262,671200,170171,461408,39621,98198,66319,984,5273,25622
Florida,27.766279,-81.686783,2012,19317568,632988,153563,442095,37330,94087,63929,1009,5260,23889
Florida,27.766279,-81.686783,2013,19552860,607172,138916,433344,34912,91986,61054,972,6760,23200
Florida,27.766279,-81.686783,2014,19893297,679446,143220,493647,42579,107521,72895,1149,8563,24914
Florida,27.766279,-81.686783,2015,20271272,570270,109268,420341,40661,93626,63895,1041,7553,21137
Florida,27.766279,-81.686783,2016,20612439,553812,100325,410352,43135,88700,59816,1111,7598,20175
Florida,27.766279,-81.686783,2017,20984400,527220,88853,395453,42914,85625,58031,1057,7940,18597
Florida,27.766279,-81.686783,2018,21299325,486017,71933,372919,41165,81980,55551,1107,8438,16884
Florida,27.766279,-81.686783,2019,21477737,460846,63396,358402,39048,81270,55475,1122,8456,16217
Georgia,33.040619,-83.643074,1999,7788240,359383,71429,247834,40120,41585,25721,583,2319,12962
Georgia,33.040619,-83.643074,2000,8186453,347630,68488,240440,38702,41319,25450,651,1968,13250
Georgia,33.040619,-83.643074,2001,8405677,347872,71799,238484,37589,41671,24491,598,2180,14402
Georgia,33.040619,-83.643074,2002,8544005,346559,73932,234591,38036,39271,23125,606,2108,13432
Georgia,33.040619,-83.643074,2003,8676460,369589,79001,247196,43392,39435,22501,657,2234,14043
Georgia,33.040619,-83.643074,2004,8918129,376656,82992,249426,44238,40217,23561,613,2387,13656
Georgia,33.040619,-83.643074,2005,9132553,378534,84463,249594,44477,40725,23977,564,2143,14041
Georgia,33.040619,-83.643074,2006,9363941,362712,85140,234445,43127,44754,26469,605,2169,15511
Georgia,33.040619,-83.643074,2007,9544750,371248,90294,238436,42518,46917,26708,720,2198,17291
Georgia,33.040619,-83.643074,2008,9685744,387917,100564,247709,39644,47353,26571,640,2334,17808
Georgia,33.040619,-83.643074,2009,9829211,360985,98606,229216,33163,42073,24553,566,2323,14631
Georgia,33.040619,-83.643074,2010,9712157,353449,96947,226161,30341,39068,24034,555,2107,12372
Georgia,33.040619,-83.643074,2011,9812460,357235,96014,231543,29678,36762,21881,549,2066,12266
Georgia,33.040619,-83.643074,2012,9919945,338329,86789,223004,28536,37591,22423,581,2124,12463
